val_loss	val_acc	train_loss	train_acc
0.27856931784381606	0.884417808219178	0.5513181333089774	0.7780888391190743
0.2679205700142743	0.8904109589041096	0.4028491247674786	0.8357596117954461
0.21567423866219718	0.9023972602739726	0.3741129566903166	0.8439716312056738
0.16320135332133673	0.9409246575342465	0.3600874817518211	0.8531168346397909
0.18479894040382072	0.9289383561643835	0.34095380198559505	0.8570362075401269
0.13476476930592157	0.9563356164383561	0.34052580121116166	0.8579693915640164
0.1858304453222719	0.9280821917808219	0.31062415216608963	0.8751399776035834
0.12227316670221826	0.961472602739726	0.25213572960284364	0.9031354983202687
0.12431021667506596	0.961472602739726	0.2540396743409889	0.9072415080253826
0.12413849650997005	0.9631849315068493	0.2546521463070222	0.900709219858156
0.11981594725830914	0.9640410958904109	0.254050191101097	0.9036954087346025
0.1149488189449049	0.9666095890410958	0.2497291039868761	0.9025755879059351
0.12640768942767627	0.9606164383561643	0.24806213111920158	0.9076147816349384
0.120404403503627	0.958904109589041	0.24048902704538627	0.9120940649496081
0.11784252973452006	0.9648972602739726	0.23365416336344355	0.9119074281448302
0.12414804305115791	0.9640410958904109	0.23009544613202057	0.9143337066069429
0.1188976715688836	0.9623287671232876	0.22387731960790733	0.9184397163120568
0.10881806889625445	0.9657534246575342	0.237321926257912	0.9091078760731617
0.1159354660608997	0.9631849315068493	0.23139735841626505	0.9128406121687197
0.1456946567313312	0.9383561643835616	0.2339955867782997	0.9109742441209406
0.12992677541628275	0.9546232876712328	0.22970505782408962	0.9162000746547219
0.11310198290707314	0.9640410958904109	0.23739373341297293	0.912280701754386
0.10932198044371931	0.9674657534246575	0.23712968719499508	0.913960432997387
0.11216429569949843	0.9657534246575342	0.23190586938035715	0.9128406121687197
0.11769013208885716	0.961472602739726	0.22201241144007292	0.9182530795072789
0.11841864291935751	0.961472602739726	0.239381532964532	0.9126539753639418
0.14340393102332338	0.9460616438356164	0.23307811097005893	0.910414333706607
0.12296642832560083	0.9571917808219178	0.2323609934497476	0.9143337066069429
0.12601220771057964	0.9529109589041095	0.24975683298427787	0.9115341545352743
0.12794665359470941	0.9563356164383561	0.2341065194990351	0.9150802538260545
