val_loss	val_acc	train_loss	train_acc
0.6722801838019122	0.8553082191780822	0.5700680306261269	0.77491601343785
0.2978309539899434	0.9143835616438356	0.39142137741410676	0.8417319895483389
0.7009920551352304	0.9101027397260274	0.36126876064270635	0.8497573721537888
0.22593815277700555	0.9272260273972602	0.34034546243027547	0.8605823068309071
0.18280213989623606	0.9323630136986301	0.3070166823845294	0.8811123553564763
0.319244920390926	0.9041095890410958	0.27537933433621	0.8934303844718179
1.9739686177201468	0.6669520547945205	0.26235775593369254	0.8947368421052632
0.5016637607796551	0.8767123287671232	0.21499255291781083	0.9158268010451661
0.8179191301946771	0.8167808219178082	0.19455243100333275	0.9249720044792833
0.561897241905944	0.8775684931506849	0.16863683516875094	0.9343038447181784
0.6502831121013589	0.8518835616438356	0.1679626207113177	0.9399029488615155
0.44862452190216273	0.8784246575342465	0.1700953191320769	0.9415826801045166
0.29175402775202713	0.9246575342465753	0.15444496328504106	0.9413960432997387
0.2193814793678179	0.9315068493150684	0.15505070346378044	0.9400895856662934
0.5112718180434345	0.8775684931506849	0.1578267929757785	0.9427025009331841
0.4587740522541412	0.8946917808219178	0.1650111428745294	0.9399029488615155
0.4998905511751567	0.8758561643835616	0.14751651777443311	0.9413960432997387
0.22838518064316005	0.9297945205479452	0.1548392262731127	0.941022769690183
0.548950681947682	0.8681506849315068	0.15151402166237712	0.9436356849570735
0.6202223921475345	0.8518835616438356	0.1543681051091233	0.9428891377379619
0.6144840929606189	0.8621575342465753	0.14875692821074085	0.9428891377379619
0.5231774743289164	0.8707191780821917	0.1445523974342816	0.9443822321761851
0.7089671149645767	0.8501712328767123	0.1455673053665987	0.9456886898096305
0.36506252011207685	0.9058219178082191	0.15206777092768836	0.9419559537140724
1.6226071323433968	0.7243150684931506	0.13833114094323035	0.9471817842478537
0.8744711614634892	0.8304794520547945	0.14408601883321878	0.9451287793952967
0.48884429262108997	0.8707191780821917	0.14737141848767413	0.9451287793952967
0.9519547371015157	0.8150684931506849	0.15368561995656868	0.9440089585666294
0.46983737080064536	0.8809931506849314	0.15021777909475728	0.9430757745427398
0.31463979531640873	0.920376712328767	0.1476439126795377	0.9475550578574095
