val_loss	val_acc	train_loss	train_acc
0.34151349573919215	0.8595890410958904	0.6615154559864131	0.7801418439716312
0.36133138325116404	0.8467465753424657	0.4102734745149516	0.8361328854050019
0.4533932290665091	0.8065068493150684	0.3954574557194384	0.8406121687196715
0.3126243042619261	0.8630136986301369	0.3322347177859339	0.8631952220977976
0.3422214127566716	0.8613013698630136	0.333093233809804	0.8641284061216872
0.25538678773461954	0.8946917808219178	0.30179654782100507	0.8777528928704741
0.40468874451232284	0.8330479452054794	0.29402997726021796	0.8846584546472565
0.19255464452586762	0.9212328767123287	0.21715909716530316	0.9098544232922733
0.18552528750406552	0.9246575342465753	0.18504245177094908	0.9240388204553938
0.18573080513575305	0.9263698630136986	0.19075633928641406	0.9197461739455021
0.1730692353967118	0.9280821917808219	0.18024967641428186	0.9288913773796192
0.18004681802775763	0.9238013698630136	0.1717418091828452	0.931317655841732
0.16972132823238634	0.9306506849315068	0.16879960733280558	0.9288913773796192
0.1587773185886749	0.9357876712328766	0.16221748532177396	0.9329973870847331
0.15558895346236556	0.9357876712328766	0.15061585695808527	0.9406494960806271
0.15679809655228708	0.9323630136986301	0.14795479057172467	0.9419559537140724
0.15687097098729383	0.9332191780821917	0.14455053565127496	0.9425158641284062
0.1571117108815337	0.9323630136986301	0.14626665051279783	0.9399029488615155
0.15771654370712906	0.9323630136986301	0.14128044462328573	0.9449421425905189
0.1559654866179375	0.9306506849315068	0.15007551591224572	0.9404628592758492
0.1554538860712966	0.9315068493150684	0.15078167062768655	0.9395296752519597
0.1551109887149236	0.9315068493150684	0.14707551887116355	0.941022769690183
0.15536019655123148	0.9306506849315068	0.1473692121146196	0.9376633072041807
0.15526017587478846	0.9306506849315068	0.14478694685095503	0.940836132885405
0.15486712161808797	0.9306506849315068	0.14387572759476647	0.9428891377379619
0.15482923674256835	0.9315068493150684	0.1467179484935161	0.9421425905188503
0.15488324508275073	0.9340753424657534	0.13724546781356942	0.9473684210526316
0.1548917146578227	0.9315068493150684	0.14528266437554724	0.9430757745427398
0.15492202402794197	0.9315068493150684	0.14595294844174217	0.9451287793952967
0.15492305445344481	0.9315068493150684	0.14476979797836026	0.9412094064949608
